,Sl.No.,State/UT,Literacy %,Unemployment,Sex Ratio,Greed,Loath,Love,Year,Region,Urbanization,NSDP per capita,Population Density,Homeless prop,Alcohol %,Below poverty line,Total Murders
130,23,Jammu & Kashmir,70.0,6.7,1104.745279,35.714285714285715,11.278195488721805,20.676691729323306,2019.0,N,0.29663700799276127,5.160383049313829,0.08131706419768227,1.4362087166339919,44.29230131220074,12.982634000000001,67.66917293233082
131,24,Manipur,80.5,9.7,1009.664948,122.58064516129032,35.483870967741936,12.903225806451614,2019.0,NE,0.3151651170246874,15.795767874318692,0.13969633179558383,1.029817249118307,30.745206794938834,10.562470999999999,170.96774193548387
132,25,Meghalaya,80.5,2.7,1006.19195,48.38709677419355,100.0,64.51612903225806,2019.0,NE,0.20493827160493827,19.060185185185187,0.14445583842346962,0.3830246913580247,33.77669752886806,3.5228,212.9032258064516
133,26,Mizoram,91.0,5.7,1020.236088,38.70967741935484,22.580645161290324,3.2258064516129035,2019.0,NE,0.5425709515859767,109.13272120200334,0.05682842369906551,0.1343906510851419,30.85467445901798,2.225262,64.51612903225806
134,27,Nagaland,82.5,25.8,1068.965517,1.2531328320802004,3.132832080200501,11.278195488721805,2019.0,NE,0.40925925925925927,33.963425925925925,0.13028530068158514,0.41944444444444445,55.631666667743694,3.7461710000000004,15.664160401002507
135,28,Sikkim,84.0,2.2,1117.460317,4.524886877828054,1.6968325791855203,2.828054298642534,2019.0,NE,0.42128935532233885,372.85007496251876,0.09399661781285232,0.41529235382308843,38.966266865581126,0.506354,9.049773755656108
136,29,Tripura,89.5,3.2,1036.548223,17.64159702878366,23.676880222841227,16.24883936861653,2019.0,NE,0.3544366899302094,20.93344965104686,0.3826053786000381,0.8038384845463609,48.91679960150888,5.197101,57.567316620241414
137,30,Uttarakhand,80.5,7.1,1048.958714,30.70175438596491,63.909774436090224,11.904761904761903,2019.0,C,0.34299215406562056,13.446861626248216,0.2097114971112316,1.0542082738944365,49.2313659055016,11.372646999999999,106.51629072681703
138,31,Andaman & Nicobar Islands,87.5,12.6,1117.021277,7.8125,4.8828125,0.0,2019.0,S,0.4221105527638191,405.9396984924623,0.048248272517880955,0.23869346733668342,38.07090625620348,0.037224,12.6953125
139,32,Chandigarh,83.5,6.3,1186.003683,4.962779156327543,8.271298593879239,5.789909015715467,2019.0,N,0.995787700084246,201.59140690817185,10.412280701754385,3.4869418702611625,38.201205588844914,2.2947849999999996,19.02398676592225
143,36,Puducherry,80.0,7.6,925.4108723,13.009049773755656,3.3936651583710407,0.0,2019.0,S,0.6973079448456992,100.56861457649376,3.1795407098121085,1.0439921208141825,37.65999275473976,1.2114449999999999,16.402714932126695
144,1,Andhra Pradesh,70.0,4.1,1000.797751,108.5972850678733,189.47963800904975,108.5972850678733,2020.0,S,0.35024397653268524,2.0102906833241567,0.323186146973639,1.162771269627295,46.40267140029387,46.603567999999996,406.67420814479635
145,2,Assam,79.0,4.1,1037.612428,800.0,1135.483870967742,100.0,2020.0,NE,0.15265994038064665,1.75716578766338,0.44478441571687194,0.37029924329282277,48.41552969424664,99.861653,2035.483870967742
146,3,Bihar,68.5,4.7,1083.925256,1020.0501253132832,605.2631578947368,179.82456140350877,2020.0,E,0.12086708462412438,0.2192233184296352,1.2992470503276234,0.3725979025837618,40.75870476767234,351.23518,1805.1378446115286
147,4,Chattisgarh,75.0,2.5,1006.567246,32.49767873723306,112.8133704735376,45.03249767873724,2020.0,C,0.26346652120550934,2.497579435428883,0.21696710579846293,0.8255147961270967,36.14787263052932,102.16577,190.3435468895079
148,5,Gujarat,79.0,2.2,1102.293036,129.85938792390405,421.0090984284532,191.0669975186104,2020.0,W,0.47531086552454505,2.251847902828408,0.3540535852752724,2.079247294785528,20.809228707543507,100.8377,741.9354838709677
149,6,Haryana,77.0,6.3,1127.594716,197.265625,416.015625,74.21875,2020.0,N,0.40673398376202496,5.313365627345296,0.663032660816068,1.7694958040526712,31.583673329070255,28.306572,687.5
150,7,Jharkhand,71.5,3.1,1049.895493,521.9298245614035,226.81704260651628,63.909774436090224,2020.0,E,0.25760150592172343,1.3454992287380063,0.4798278846877587,0.6115453998797354,39.36125911732027,122.02269,812.65664160401
151,8,Karnataka,77.5,2.7,1029.578409,138.00904977375566,433.2579185520362,102.94117647058825,2020.0,S,0.43251234484518286,2.2367808846263526,0.3473937776016601,1.1517102676092275,33.12762844192239,127.94187,674.2081447963801
152,9,Kerala,94.0,10.1,923.7831378,16.402714932126695,141.40271493212668,6.787330316742081,2020.0,S,0.7008725609239544,3.742439217236608,0.9112266165761779,0.3347075932567136,22.558184847668436,23.888278,164.59276018099544
153,10,Madhya Pradesh,73.5,1.9,1066.388001,172.2376973073352,455.8960074280409,139.74001857010214,2020.0,C,0.2872679676344598,0.6701570680628273,0.2726402699151649,1.742444074250357,40.63232984292769,229.98595,767.8737233054783
154,11,Maharashtra,83.0,3.7,1082.923059,373.8626964433416,688.1720430107526,247.3118279569892,2020.0,W,0.4787070126894749,1.032340816869822,0.40284615859583445,1.701406087398456,33.82317745131843,195.43505,1309.3465674110835
155,12,Odisha,78.0,5.4,1013.971173,362.781954887218,314.5363408521303,36.96741854636591,2020.0,E,0.1839436248682824,1.6104012996136283,0.29254946791088393,0.7477388479100808,43.289594310096916,136.91922,714.2857142857142
156,13,Punjab,77.0,6.2,1107.981875,125.9765625,309.5703125,93.75,2020.0,N,0.4095042825490261,3.737722808293925,0.6004328660497995,1.5448262177982077,46.31269552542998,22.894461,529.296875
157,14,Rajasthan,70.5,4.8,1059.517902,266.6015625,328.125,105.46875,2020.0,N,0.2627027301200847,0.927454635371096,0.23042669012006228,2.3020758042631972,26.215595794418107,100.88246000000001,700.1953125
158,15,Tamil Nadu,80.5,5.2,998.3490133,162.89592760180994,579.7511312217194,140.83710407239818,2020.0,S,0.526076978558783,1.8816077634253492,0.586315336234603,0.667877516228444,32.18562454887069,81.77045000000001,883.4841628959275
159,16,Telangana,80.0,4.9,1012.36352,118.77828054298642,194.00452488687785,65.61085972850678,2020.0,S,0.4583100614378042,3.742200590441235,0.33547471827404374,2.2332774807840634,37.052222135292936,31.564134,378.39366515837105
160,17,Uttar Pradesh,70.5,4.2,1088.762778,446.61095636026,535.2831940575674,214.48467966573816,2020.0,C,0.23679421087463862,0.17300759343759797,0.9532806481604462,1.4330218746734473,33.26939461461429,588.1186,1196.3788300835654
161,18,West Bengal,78.5,3.5,1043.406548,254.38596491228068,149.74937343358394,21.929824561403507,2020.0,E,0.35782816155960395,0.6494467206833485,1.1027469803497385,1.3695578874232408,36.56184467213521,182.68674,426.06516290726813
162,19,Arunachal Pradesh,71.5,5.7,1059.379217,0.0,51.612903225806456,12.903225806451614,2020.0,NE,0.2509829619921363,69.46395806028833,0.018222418590210523,1.0707732634338138,50.2927260806187,4.796543,64.51612903225806
163,20,Delhi,84.0,6.3,1141.403546,56.640625,190.4296875,30.2734375,2020.0,N,0.9929950034290193,11.490594689918684,13.765340525960891,2.306064465562849,38.11792059620283,16.648402,277.34375
164,21,Goa,88.5,10.5,1016.861219,4.962779156327543,15.715467328370552,4.962779156327543,2020.0,W,0.7318327974276527,191.97877813504823,0.42004321988114535,1.9620578778135047,43.879999998502626,0.746616,25.64102564102564
165,22,Himachal Pradesh,86.5,3.3,1029.16896,19.53125,47.8515625,12.6953125,2020.0,N,0.10252237591537836,18.187008407919716,0.13245199647944245,0.5557363710333605,22.7879034459506,5.535432999999999,80.078125
166,23,Jammu & Kashmir,70.0,5.9,1103.06845,35.15625,79.1015625,10.7421875,2020.0,N,0.29921436588103256,4.896670407781519,0.08194861732785579,1.4251402918069584,44.29165731386442,12.982634000000001,125.0
167,24,Manipur,80.5,5.6,1009.572431,12.903225806451614,96.7741935483871,6.451612903225807,2020.0,NE,0.31787869164814225,14.115274690377898,0.14103999641689435,1.0200063512226103,30.744776117552142,10.562470999999999,116.12903225806453
168,25,Meghalaya,80.5,1.7,1006.131208,35.483870967741936,48.38709677419355,6.451612903225807,2020.0,NE,0.20568459657701713,18.496943765281173,0.14588256275357794,0.379278728606357,33.776436430971465,3.5228,90.3225806451613
169,26,Mizoram,91.0,3.5,1020.033389,3.2258064516129035,35.483870967741936,12.903225806451614,2020.0,NE,0.5446280991735537,96.05702479338844,0.05739765665765381,0.13305785123966943,30.853636363730423,2.225262,51.612903225806456
170,27,Nagaland,82.5,19.3,1068.246445,6.451612903225807,9.67741935483871,3.2258064516129035,2020.0,NE,0.4234647112740605,31.288725939505042,0.1316122805959346,0.4152153987167736,55.6348762625336,3.7461710000000004,19.35483870967742
171,28,Sikkim,84.0,1.1,1116.352201,3.2258064516129035,3.2258064516129035,12.903225806451614,2020.0,NE,0.4413075780089153,352.46953937592866,0.09484216459977451,0.4115898959881129,38.96389301579204,0.506354,19.35483870967742
172,29,Tripura,89.5,3.2,1035.678392,103.22580645161293,209.67741935483872,22.580645161290324,2020.0,NE,0.365341890891138,19.531720562823995,0.38632462330726686,0.7960997284621081,48.917575907147516,5.197101,335.48387096774195
173,30,Uttarakhand,80.5,6.9,1049.864499,18.570102135561747,6.035283194057568,10.677808727948005,2020.0,C,0.34769962982548913,12.161731006522123,0.21214217601854796,1.0421293848052178,49.22741935329257,11.372646999999999,35.28319405756732
174,31,Andaman & Nicobar Islands,87.5,9.1,1116.402116,1.1312217194570136,1.1312217194570136,0.5656108597285068,2020.0,S,0.4275,367.4875,0.048490726148624076,0.2375,38.0696982750773,0.037224,2.8280542986425337
175,32,Chandigarh,83.5,7.5,1181.488203,0.0,12.6953125,3.90625,2020.0,N,0.9958402662229617,174.18302828618968,10.543859649122806,3.4434276206322796,38.192928452088985,2.2947849999999996,16.6015625
179,36,Puducherry,80.0,6.7,921.0850801,0.0,19.79638009049774,1.1312217194570136,2020.0,S,0.6983311938382541,87.02567394094993,3.2526096033402925,1.0205391527599486,37.649769819726146,1.2114449999999999,20.92760180995475
180,1,Andhra Pradesh,70.0,4.2,1000.453841,81.44796380090497,220.02262443438917,111.99095022624434,2021.0,S,0.35620297198169926,2.220743373539532,0.32456678611752,1.157825084130525,46.40152002242576,46.603567999999996,413.46153846153845
181,2,Assam,79.0,3.8,1036.878613,422.5806451612903,1380.645161290323,112.90322580645162,2021.0,NE,0.15389636188205913,1.8652023383846983,0.4492465386674826,0.3666212611385436,48.41427436338839,99.861653,1916.1290322580649
182,3,Bihar,68.5,6.0,1083.050904,487.468671679198,617.7944862155388,175.43859649122803,2021.0,E,0.12166341801311274,0.23099537670957038,1.318500897380075,0.36715691802116723,40.760618265140586,351.23518,1280.7017543859647
183,4,Chattisgarh,75.0,2.5,1006.419353,42.246982358402974,110.4921077065924,54.78180129990715,2021.0,C,0.2666621762705015,2.6395783518000875,0.21963740189805533,0.8154783955814502,36.14792038516586,102.16577,207.52089136490252
184,5,Gujarat,79.0,2.0,1103.39049,115.79818031430932,452.44003308519433,192.72125723738623,2021.0,W,0.4802885230974975,2.4240492822490007,0.35857343998694036,2.053038170979812,20.811363086936844,100.8377,760.9594706368898
185,6,Haryana,77.0,9.0,1126.16354,106.4453125,367.1875,62.5,2021.0,N,0.41264228463662694,5.814541658247458,0.6716276124129196,1.7468512157338183,31.576459890757043,28.306572,536.1328125
186,7,Jharkhand,71.5,2.0,1049.056404,170.42606516290726,209.8997493734336,67.04260651629072,2021.0,E,0.25932614416180794,1.4591352355399618,0.4862633916250596,0.6034518342706775,39.3635364540214,122.02269,447.36842105263156
187,8,Karnataka,77.5,3.2,1029.708062,106.90045248868778,402.14932126696834,115.3846153846154,2021.0,S,0.43729505753293985,2.4514249090800693,0.34981829178637164,1.1437280152626244,33.12882757707645,127.94187,624.4343891402715
188,9,Kerala,94.0,9.6,924.0088701,17.53393665158371,136.31221719457014,9.615384615384617,2021.0,S,0.7228234897253535,4.183228853343828,0.9153436430538043,0.33320214769628653,22.56016079576805,23.888278,163.46153846153845
189,10,Madhya Pradesh,73.5,2.1,1065.419427,132.77623026926648,417.8272980501393,152.73909006499537,2021.0,C,0.2883761366573463,0.7229258206254846,0.27613748803711335,1.7203764186188586,40.632579477863125,229.98595,703.3426183844012
190,11,Maharashtra,83.0,3.5,1083.381944,352.3573200992556,730.3556658395368,290.3225806451613,2021.0,W,0.4814367425302988,1.107875684972601,0.40623893043192844,1.6871965121395145,33.824097436835615,195.43505,1373.0355665839538
191,12,Odisha,78.0,6.0,1013.212185,251.25313283208015,429.8245614035088,41.97994987468672,2021.0,E,0.1857407609288128,1.76993350049057,0.294559653708568,0.7426359969475635,43.29015589233581,136.91922,723.0576441102758
192,13,Punjab,77.0,6.4,1106.890826,135.7421875,335.9375,90.8203125,2021.0,N,0.41312842741273437,3.882277608117427,0.6046821015845281,1.5339703805864775,46.311614619181036,22.894461,562.5
193,14,Rajasthan,70.5,4.7,1057.450814,277.34375,351.5625,122.0703125,2021.0,N,0.26413084346409327,1.0094623386389272,0.2331411674297786,2.2752725905501943,26.211693195500132,100.88246000000001,750.9765625
194,15,Tamil Nadu,80.5,4.8,997.598789,107.46606334841628,575.7918552036199,138.00904977375566,2021.0,S,0.5304954531201004,2.0194026340545626,0.5884759107475126,0.6654254207170481,32.17908435285901,81.77045000000001,821.2669683257918
195,16,Telangana,80.0,4.2,1012.131531,113.68778280542986,216.0633484162896,78.05429864253394,2021.0,S,0.4655436852126084,4.183467315422043,0.33741088715793605,2.2204622382060504,37.05124814750492,31.564134,407.80542986425337
196,17,Uttar Pradesh,70.5,2.9,1087.929965,210.77065923862585,361.652739090065,189.41504178272984,2021.0,C,0.23823401535077335,0.18691266933848757,0.9641926218621331,1.4168040602494179,33.27101777477483,588.1186,761.8384401114207
197,18,West Bengal,78.5,3.5,1042.339463,182.95739348370927,114.66165413533834,23.809523809523807,2021.0,E,0.36195683102312914,0.7102353562863298,1.1087524788173788,1.3621397504166497,36.56396691165537,182.68674,321.42857142857144
198,19,Arunachal Pradesh,71.5,7.7,1058.823529,0.0,45.16129032258065,3.2258064516129035,2021.0,NE,0.2532467532467532,72.58181818181818,0.01838959674241429,1.061038961038961,50.291428570466856,4.796543,48.38709677419355
199,20,Delhi,84.0,5.3,1139.800432,89.84375,192.3828125,34.1796875,2021.0,N,0.9941829719725013,12.115955963655594,14.026298044504383,2.2631604249795685,38.11486234902077,16.648402,316.40625
200,21,Goa,88.5,12.0,1016.774194,1.6542597187758477,9.925558312655086,4.962779156327543,2021.0,W,0.7434420985284709,198.46513115802944,0.4222042139384117,1.9520153550863724,43.87933461637699,0.746616,16.542597187758478
201,22,Himachal Pradesh,86.5,4.0,1028.72777,9.765625,43.9453125,13.671875,2021.0,N,0.10276466621712745,19.371409305461903,0.133188439638604,0.5526635198921106,22.784356033633827,5.535432999999999,67.3828125
202,23,Jammu & Kashmir,70.0,5.2,1101.123596,16.6015625,64.453125,13.671875,2021.0,N,0.30176767676767674,5.390225787284611,0.08255564412287694,1.4146613190730837,44.290909091099465,12.982634000000001,94.7265625
203,24,Manipur,80.5,9.0,1008.212255,12.903225806451614,64.51612903225806,3.2258064516129035,2021.0,NE,0.3205410506448569,15.60301981755269,0.14238366103820485,1.0103806228373702,30.7384397599446,10.562470999999999,80.64516129032258
204,25,Meghalaya,80.5,2.6,1004.854369,35.483870967741936,61.29032258064516,16.129032258064516,2021.0,NE,0.20611380145278452,19.157082324455207,0.1473092870836863,0.3756053268765133,33.77094431021986,3.5228,112.90322580645162
205,26,Mizoram,91.0,5.4,1018.181818,3.2258064516129035,29.032258064516128,25.806451612903228,2021.0,NE,0.5470925470925471,106.29402129402129,0.05791945353635976,0.13185913185913187,30.844144143211185,2.225262,58.06451612903226
206,27,Nagaland,82.5,9.1,1067.605634,0.0,9.67741935483871,0.0,2021.0,NE,0.43823796548592187,31.798365122615802,0.13281862597261596,0.4114441416893733,55.63773841873754,3.7461710000000004,9.67741935483871
207,28,Sikkim,84.0,1.6,1118.380062,0.0,9.67741935483871,19.35483870967742,2021.0,NE,0.46176470588235297,362.53823529411767,0.09582863585118377,0.4073529411764706,38.96823529346453,0.506354,29.032258064516128
208,29,Tripura,89.5,3.3,1034.825871,70.96774193548387,254.83870967741936,12.903225806451614,2021.0,NE,0.3765281173594132,20.833740831295845,0.39004386801449553,0.7885085574572127,48.918337407997306,5.197101,338.7096774193549
209,30,Uttarakhand,80.5,7.8,1050.786838,7.892293407613742,6.035283194057568,4.642525533890437,2021.0,C,0.3523718172305546,12.993983257760725,0.21442327468541406,1.0310429019881409,49.22340425680067,11.372646999999999,18.570102135561747
210,31,Andaman & Nicobar Islands,87.5,7.8,1121.693122,0.0,6.221719457013575,1.6968325791855203,2021.0,S,0.4339152119700748,406.8279301745636,0.04861195296399563,0.23690773067331672,38.079998280757586,0.037224,7.918552036199095
211,32,Chandigarh,83.5,6.3,1177.419355,5.859375,3.90625,0.9765625,2021.0,N,0.9975308641975309,180.8872427983539,10.657894736842104,3.4065843621399177,38.18544061332419,2.2947849999999996,10.7421875
215,36,Puducherry,80.0,5.8,916.967509,0.5656108597285068,6.787330316742081,0.5656108597285068,2021.0,S,0.6999372253609542,97.45511613308223,3.325678496868476,0.9981167608286252,37.63999610358298,1.2114449999999999,7.918552036199094
